Region1Beijing_PV_Central,Region2Tianjin_PV_Central,Region3Hebei_PV_Central,Region4Shanxi_PV_Central,Region5Innermongolia_PV_Central,Region6Liaoning_PV_Central,Region7Jilin_PV_Central,Region8Heilongjiang_PV_Central,Region9Shanghai_PV_Central,Region10Jiangsu_PV_Central,Region11Zhejiang_PV_Central,Region12Anhui_PV_Central,Region13Fujian_PV_Central,Region14Jiangxi_PV_Central,Region15Shandong_PV_Central,Region16Henan_PV_Central,Region17Hubei_PV_Central,Region18Hunan_PV_Central,Region19Guangdong_PV_Central,Region20Guangxi_PV_Central,Region21Hainan_PV_Central,Region22Chongqing_PV_Central,Region23Sichuan_PV_Central,Region24Guizhou_PV_Central,Region25Yunnan_PV_Central,Region26Tibet_PV_Central,Region27Shaanxi_PV_Central,Region28Gansu_PV_Central,Region29Qinghai_PV_Central,Region30Ningxia_PV_Central,Region31Xinjiang_PV_Central,Region1Beijing_PV_Distribution,Region2Tianjin_PV_Distribution,Region3Hebei_PV_Distribution,Region4Shanxi_PV_Distribution,Region5Innermongolia_PV_Distribution,Region6Liaoning_PV_Distribution,Region7Jilin_PV_Distribution,Region8Heilongjiang_PV_Distribution,Region9Shanghai_PV_Distribution,Region10Jiangsu_PV_Distribution,Region11Zhejiang_PV_Distribution,Region12Anhui_PV_Distribution,Region13Fujian_PV_Distribution,Region14Jiangxi_PV_Distribution,Region15Shandong_PV_Distribution,Region16Henan_PV_Distribution,Region17Hubei_PV_Distribution,Region18Hunan_PV_Distribution,Region19Guangdong_PV_Distribution,Region20Guangxi_PV_Distribution,Region21Hainan_PV_Distribution,Region22Chongqing_PV_Distribution,Region23Sichuan_PV_Distribution,Region24Guizhou_PV_Distribution,Region25Yunnan_PV_Distribution,Region26Tibet_PV_Distribution,Region27Shaanxi_PV_Distribution,Region28Gansu_PV_Distribution,Region29Qinghai_PV_Distribution,Region30Ningxia_PV_Distribution,Region31Xinjiang_PV_Distribution,Region1Beijing_Wind_Onshore,Region2Tianjin_Wind_Onshore,Region3Hebei_Wind_Onshore,Region4Shanxi_Wind_Onshore,Region5Innermongolia_Wind_Onshore,Region6Liaoning_Wind_Onshore,Region7Jilin_Wind_Onshore,Region8Heilongjiang_Wind_Onshore,Region9Shanghai_Wind_Onshore,Region10Jiangsu_Wind_Onshore,Region11Zhejiang_Wind_Onshore,Region12Anhui_Wind_Onshore,Region13Fujian_Wind_Onshore,Region14Jiangxi_Wind_Onshore,Region15Shandong_Wind_Onshore,Region16Henan_Wind_Onshore,Region17Hubei_Wind_Onshore,Region18Hunan_Wind_Onshore,Region19Guangdong_Wind_Onshore,Region20Guangxi_Wind_Onshore,Region21Hainan_Wind_Onshore,Region22Chongqing_Wind_Onshore,Region23Sichuan_Wind_Onshore,Region24Guizhou_Wind_Onshore,Region25Yunnan_Wind_Onshore,Region26Tibet_Wind_Onshore,Region27Shaanxi_Wind_Onshore,Region28Gansu_Wind_Onshore,Region29Qinghai_Wind_Onshore,Region30Ningxia_Wind_Onshore,Region31Xinjiang_Wind_Onshore,Region1Beijing_Wind_Offshore,Region2Tianjin_Wind_Offshore,Region3Hebei_Wind_Offshore,Region4Shanxi_Wind_Offshore,Region5Innermongolia_Wind_Offshore,Region6Liaoning_Wind_Offshore,Region7Jilin_Wind_Offshore,Region8Heilongjiang_Wind_Offshore,Region9Shanghai_Wind_Offshore,Region10Jiangsu_Wind_Offshore,Region11Zhejiang_Wind_Offshore,Region12Anhui_Wind_Offshore,Region13Fujian_Wind_Offshore,Region14Jiangxi_Wind_Offshore,Region15Shandong_Wind_Offshore,Region16Henan_Wind_Offshore,Region17Hubei_Wind_Offshore,Region18Hunan_Wind_Offshore,Region19Guangdong_Wind_Offshore,Region20Guangxi_Wind_Offshore,Region21Hainan_Wind_Offshore,Region22Chongqing_Wind_Offshore,Region23Sichuan_Wind_Offshore,Region24Guizhou_Wind_Offshore,Region25Yunnan_Wind_Offshore,Region26Tibet_Wind_Offshore,Region27Shaanxi_Wind_Offshore,Region28Gansu_Wind_Offshore,Region29Qinghai_Wind_Offshore,Region30Ningxia_Wind_Offshore,Region31Xinjiang_Wind_Offshore,Region1Beijing_Hydropower,Region2Tianjin_Hydropower,Region3Hebei_Hydropower,Region4Shanxi_Hydropower,Region5Innermongolia_Hydropower,Region6Liaoning_Hydropower,Region7Jilin_Hydropower,Region8Heilongjiang_Hydropower,Region9Shanghai_Hydropower,Region10Jiangsu_Hydropower,Region11Zhejiang_Hydropower,Region12Anhui_Hydropower,Region13Fujian_Hydropower,Region14Jiangxi_Hydropower,Region15Shandong_Hydropower,Region16Henan_Hydropower,Region17Hubei_Hydropower,Region18Hunan_Hydropower,Region19Guangdong_Hydropower,Region20Guangxi_Hydropower,Region21Hainan_Hydropower,Region22Chongqing_Hydropower,Region23Sichuan_Hydropower,Region24Guizhou_Hydropower,Region25Yunnan_Hydropower,Region26Tibet_Hydropower,Region27Shaanxi_Hydropower,Region28Gansu_Hydropower,Region29Qinghai_Hydropower,Region30Ningxia_Hydropower,Region31Xinjiang_Hydropower
0.14670083,0.137318189,0.191186065,0.23979553,0.247440238,0.07922249,0.040516873,0.01247461,0.102147671,0.128690323,0.109620594,0.186410177,0.065282379,0.204084029,0.137215858,0.198608657,0.229642254,0.244732288,0.129098465,0.245760131,0.19408448,0.241470649,0.245023665,0.362769596,0.46203028,0.409045044,0.248076134,0.350040551,0.273491784,0.281523165,0.484553649,0.110025622,0.096122732,0.147349051,0,0,0.038792379,0,0,0.076610753,0.066621285,0.092960757,0.154367408,0.042377294,0.141168296,0.124499764,0.145490106,0.189518828,0.212682624,0.198005314,0.262014697,0.149066383,0.205258764,0,0.268470892,0.35024322,0.114724487,0,0,0,0,0,0.291451497,0.048488564,0.447972979,0.577955956,0.042908875,0.692980144,0.371324039,0.122895421,0.060838532,0.164251587,0.332541538,0.353595636,0.372358383,0.06878005,0.221456214,0.380803226,0.143673763,0.17070099,0.058065816,0.539732676,0.236069046,0.085657479,0.562396754,0.515660605,0.527975577,0.479974844,0.223477905,0.146907069,0.453832877,0.080378885,0.031221841,0,0,0.162881868,0,0,0.848959424,0,0,0.315182209,0.529791046,0.778658119,0,0.175408297,0,0,0,0,0,0.407862096,0.407862096,0.315182209,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0.010122619,0.032583296,0.051569319,0,0,0,0,0.002056544,0.000248696,0.015481439,0.005080264,0.022921921,0.003248949,0.027458958,0.041471351,0.059708025,0.025154054,0.082542009,0.037529804,0.066412189,0.106697403,0.132696417,0.19169386,0.185001402,0.048013321,0.13309555,0.133664636,0.063099305,0.394794057,0,0,0.012174124,0,0,0,0,0,0,0,5.23E-05,0.014273249,0.004642435,0.008643321,0.007310134,0.021105524,0.036367099,0.056043578,0.051282465,0.083877309,0.01812645,0.056450361,0,0.102493041,0.144321796,0.019625648,0,0,0,0,0,0.262529026,0,0.431797,0.557436463,0.036638125,0.623023155,0.322039554,0.19272319,0,0.197103776,0.313738492,0.271406805,0.374742512,0.068301927,0.212117747,0.344909057,0.152126377,0.173777106,0.072194367,0.586114408,0.197695146,0.104940977,0.579968449,0.565304821,0.50504007,0.468687709,0.222730163,0.091037817,0.308494466,0.092880953,0.044919692,0,0,0.103167075,0,0,0.797554808,0,0,0.315182209,0.59222343,0.769580467,0,0.289429425,0,0.07172522,0,0,0,0.363670167,0.363670167,0.315182209,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007308837,0.004973722,0.029720054,0.077619073,0,0.027554436,0.031297872,0,0.27488103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001832838,0.01849624,0.010419138,0,0,0,0,0,0.216512671,0,0.402948059,0.533173749,0.021291238,0.564752277,0.320914106,0.239401136,0,0.240940222,0.299426179,0.255433967,0.382571803,0.075977763,0.227587003,0.295606357,0.16490974,0.153982485,0.098806564,0.616099204,0.153501564,0.139777747,0.667391403,0.559885805,0.459131481,0.442315629,0.215028216,0.066222868,0.174970084,0.116822843,0.065398449,0,0,0.07884997,0,0,0.629585452,0,0,0.305777657,0.644085799,0.785196911,0,0.721573928,0,0.120715413,0,0,0,0.374398669,0.374398669,0.305777657,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000709956,0,0,0,0,0.122327437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207701097,0,0.418441446,0.515489593,0.060117312,0.542387728,0.353588121,0.266639107,0,0.287204894,0.292508773,0.299990606,0.389022198,0.080644672,0.232479263,0.25809091,0.140314073,0.106604773,0.13488713,0.655045385,0.12378721,0.127622328,0.689976841,0.566118263,0.43847658,0.421238747,0.192298991,0.045540608,0.165987897,0.171367246,0.099723195,0,0,0.115781336,0,0,0.54033746,0,0,0.315368654,0.703883317,0.797917682,0,0.836680755,0,0.107754886,0,0,0,0.397195941,0.397195941,0.315368654,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046836233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243154876,0,0.462229728,0.462544973,0.106510664,0.506184728,0.379322045,0.307318081,0,0.322256183,0.272664909,0.332543996,0.389270898,0.099566709,0.252715985,0.2269887,0.104441587,0.070268162,0.139462123,0.681414848,0.116157148,0.107952347,0.68094592,0.544581426,0.403828985,0.430714181,0.190368048,0.059449686,0.180964342,0.272455916,0.148213619,0,0,0.210337564,0,0,0.602664799,0,0,0.325128679,0.747119623,0.791269326,0,0.846131791,0,0,0,0,0,0.408861054,0.408861054,0.325128679,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207701097,0,0.511161818,0.44711004,0.142457239,0.424918468,0.400631754,0.361198978,0,0.348649274,0.261541376,0.359177245,0.379304498,0.096199242,0.257954885,0.187419823,0.092778533,0.049506194,0.10773551,0.693105538,0.117591472,0.14064888,0.660692383,0.533555019,0.344207806,0.448227996,0.192821877,0.062692925,0.193362021,0.336785159,0.170172798,0,0.11285126,0.293978058,0,0,0.666644206,0,0,0.336075204,0.756747527,0.759638724,0,0.849781487,0,0,0,0,0,0.408861054,0.408861054,0.336075204,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138099418,0,0.539027534,0.419754112,0.143007339,0.390875526,0.414744491,0.394293573,0,0.360493789,0.258757109,0.364059365,0.366833944,0.078455786,0.247367186,0.149057176,0.09916233,0.162749341,0.085868431,0.680267702,0.113749225,0.153881107,0.631301455,0.510334439,0.290173944,0.440940944,0.207652286,0.069850456,0.176382443,0.376950917,0.205863305,0,0.183121473,0.346556146,0,0,0.701505616,0,0,0.336293259,0.738259071,0.750200622,0,0.849714368,0,0,0,0,0,0.420419422,0.420419422,0.336293259,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105048444,0,0.54839194,0.361230287,0.14954302,0.347905306,0.429717255,0.395113329,0,0.332377248,0.250892084,0.345933282,0.344414674,0.061754574,0.256042701,0.147906932,0.123154538,0.318804973,0.077628919,0.677598397,0.106578772,0.128301326,0.612315537,0.506408443,0.252332979,0.445001627,0.22345711,0.079696683,0.155346266,0.352849286,0.233325139,0,0.250875111,0.379042774,0,0,0.603596967,0,0,0.315927129,0.682822313,0.731457857,0,0.846280349,0,0,0,0,0,0.431876046,0.431876046,0.315927129,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074606373,0,0.554839976,0.320007636,0.170922588,0.342350258,0.448721264,0.40883798,0,0.296435159,0.250200665,0.307520252,0.317476395,0.046111527,0.294988034,0.121405114,0.131108249,0.383142701,0.124754684,0.643985012,0.108340365,0.107979184,0.607914198,0.515585527,0.235878181,0.459700159,0.252915698,0.141089609,0.14272396,0.339143092,0.250238208,0,0.3005441,0.427436596,0,0,0.416822569,0,0,0.297009816,0.582020616,0.731187358,0,0.843220626,0,0,0,0,0,0.443154232,0.443154232,0.297009816,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064364012,0,0.542744738,0.308851132,0.212150107,0.318578349,0.455830865,0.437512794,0,0.250768048,0.278884976,0.26873948,0.298814762,0.035892129,0.348712529,0.094090829,0.151190569,0.398367033,0.305086537,0.601173491,0.106535861,0.091703535,0.648604474,0.492874985,0.228275815,0.460175703,0.272600786,0.209055369,0.125289141,0.356161586,0.252764634,0,0.365665372,0.516218187,0,0,0.257753371,0,0,0.277657186,0.481481429,0.708631936,0,0.841743271,0,0.07183855,0,0,0,0.431876046,0.431876046,0.277657186,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059115462,0.04944362,0.532085105,0.337856856,0.244213791,0.260529121,0.459181428,0.457920094,0,0.206500988,0.279179112,0.263180251,0.276509071,0.042154436,0.361340558,0.091630664,0.168703803,0.40217721,0.35473184,0.552336971,0.111901356,0.082298408,0.625603234,0.444751507,0.214044256,0.43729821,0.300662503,0.245100167,0.119224806,0.340276513,0.237640516,0,0.425972005,0.555167625,0,0,0.145979367,0,0,0.277473467,0.384578671,0.661652062,0,0.841760932,0,0.077648394,0,0,0,0.455472674,0.455472674,0.277473467,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061440852,0.534081762,0.389406497,0.251644651,0.198533892,0.458166461,0.455927124,0.096419137,0.175641126,0.270431067,0.251024434,0.25526659,0.055238601,0.315269337,0.068521063,0.221487702,0.416915162,0.352424656,0.50210952,0.113671821,0.061008237,0.581905542,0.391490539,0.199994819,0.425927085,0.29250051,0.27941586,0.147288389,0.353449892,0.229650662,0,0.438331213,0.555167625,0,0,0.081429286,0,0,0.268043769,0.270592468,0.515509982,0,0.842746297,0,0.077648394,0,0,0,0.491769584,0.491769584,0.268043769,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000175094,0.526277853,0.445139987,0.269160802,0.159807954,0.454340026,0.427113755,0.207938727,0.136779513,0.258070366,0.25531125,0.244012923,0.058922263,0.212483882,0.04149847,0.24509194,0.426412509,0.351121513,0.479480065,0.117428093,0.052081089,0.532235501,0.375583775,0.187204783,0.423451099,0.312130065,0.333075582,0.173460995,0.345671965,0.218695752,0,0.374592914,0.488255089,0,0,0.001172455,0,0,0.260005022,0.166246345,0.4717014,0,0.843192986,0,0.085743458,0,0,0,0.517383771,0.517383771,0.260005022,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002335064,0.50922209,0.447646068,0.332442804,0.185580853,0.441765463,0.398051406,0.248267552,0.090502876,0.232962782,0.243619394,0.244085052,0.045253826,0.176861035,0.05664844,0.291642095,0.435844417,0.353089235,0.446932836,0.121891956,0.044322752,0.4587504,0.339485944,0.168795816,0.418649174,0.355501329,0.376027051,0.202955553,0.384776738,0.184453492,0,0.275679205,0.409121692,0,0,0.013460474,0,0,0.270375163,0.073433036,0.53617988,0,0.841598984,0,0.24372265,0,0,0,0.545396898,0.545396898,0.270375163,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0.004071525,0.005622827,0.012153252,0.015730907,0.002035297,0.003688772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009771659,0,0,0.01179818,0.004579418,0.00315135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006308558,0.481599913,0.401463874,0.363644043,0.252168432,0.411357625,0.384056253,0.249330886,0.067596269,0.202988404,0.214351048,0.265177082,0.031533728,0.246196052,0.088283061,0.312975713,0.428776889,0.355114362,0.428704549,0.141012387,0.041347731,0.442056482,0.331341202,0.159727463,0.402367361,0.374993474,0.379448249,0.261921183,0.361311576,0.134145502,0,0.207695457,0.3998275,0,0,0.03433442,0,0,0.296278228,0.044788347,0.621937812,0,0.841866114,0,0.459101082,0,0,0,0.615119659,0.615119659,0.296278228,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.095040157,0.104700164,0.07155265,0.059189791,0.068626067,0.194214675,0.217509284,0.242291724,0.200588129,0.138919487,0.186675263,0.103664663,0.154161639,0.107969018,0.132773318,0.064167036,0.085005598,0.074916701,0.092585834,0.023375434,0.043922781,0.020562672,0,0.015588004,0.000738368,0,0.028040606,0,0,0.000315115,0,0.071280118,0.073290115,0.052990385,0,0,0.205726488,0,0,0.150441097,0.135876723,0.142674216,0.105758625,0.124993342,0.104716016,0.050545276,0.043548152,0.069886433,0.063274714,0.063544125,0.010690929,0.031022031,0.017477428,0,0.010006039,0.001569371,0,0,0,0,0,0,0,0.00837541,0.466578955,0.379688034,0.371978571,0.287418756,0.393899502,0.378219656,0.255332303,0.055867654,0.186485852,0.200539719,0.276430275,0.023910192,0.289312863,0.106608056,0.325691347,0.425389456,0.356597181,0.42228074,0.153572262,0.037357119,0.438501734,0.323792572,0.155763629,0.391892943,0.381328589,0.376959624,0.296069949,0.343343277,0.1052488,0,0.176106748,0.402544246,0,0,0.044842308,0,0,0.310539805,0.034219116,0.672960313,0,0.844310809,0,0.568816079,0,0,0,0.652936621,0.652936621,0.310539805,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.325745622,0.320694088,0.318373262,0.264650044,0.290829978,0.433723175,0.4743899,0.522272841,0.386038544,0.340784062,0.373778298,0.293670453,0.334797002,0.274507579,0.335652516,0.166506947,0.212109917,0.242298333,0.265605583,0.099469472,0.15943934,0.133209862,0.095238693,0.131005582,0.092065333,0.034944813,0.176396004,0.073214902,0.0610384,0.169316677,0,0.244309217,0.224485862,0.231124937,0,0,0.388130676,0,0,0.289528908,0.275792586,0.288752624,0.258095384,0.268141563,0.251152321,0.205345921,0.137306572,0.165724772,0.203075874,0.198685715,0.062276756,0.100313026,0.11322292,0,0.081277792,0.05625914,0.028868832,0,0,0,0,0,0,0.014095614,0.435064221,0.327236071,0.381295569,0.360041139,0.358289279,0.368150299,0.267093608,0.036763605,0.146767522,0.168879139,0.30507939,0.010710548,0.364156166,0.136534759,0.348049948,0.417524037,0.358907503,0.412781806,0.177157192,0.02614133,0.432189021,0.311817503,0.142872119,0.373569726,0.380628492,0.356648201,0.363282813,0.296976624,0.037575297,0,0.135580032,0.407697804,0,0,0.073230394,0,0,0.337992154,0.013314038,0.769290055,0,0.848372849,0,0.75439552,0,0,0,0.724931211,0.724931211,0.337992154,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.509098667,0.494820212,0.520265795,0.490014293,0.516597195,0.605710086,0.642876888,0.659049535,0.534224491,0.501059769,0.524251305,0.476214903,0.483518859,0.40054094,0.506817215,0.358267014,0.36103691,0.385692306,0.429937986,0.189235252,0.266414136,0.28471147,0.215174135,0.257076697,0.220373986,0.268962906,0.371218247,0.237758592,0.25826189,0.378416082,0.009221204,0.381824,0.346374148,0.379383049,0,0,0.514528142,0,0,0.400668368,0.388367512,0.40621639,0.38393721,0.385378046,0.372705236,0.346369205,0.271326708,0.28899044,0.31288832,0.313934783,0.108471679,0.18802853,0.241993074,0,0.124852679,0.154023625,0.185126359,0,0,0,0,0,0,0.101126548,0.421247182,0.364551016,0.407059468,0.408435053,0.385671171,0.383525085,0.271296028,0.046069666,0.128041782,0.161613515,0.367479156,0.033447575,0.423180919,0.173227348,0.361316226,0.395025767,0.36680813,0.421632612,0.2390803,0.001703455,0.408148318,0.346903102,0.081926892,0.364629623,0.33964972,0.243145629,0.387846109,0.193010152,0.002564472,0,0.172321662,0.440369,0,0,0.115044649,0,0,0.35750258,0.001137028,0.794248795,0,0.849937459,0,0.845294328,0,0,0,0.776577203,0.776577203,0.35750258,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.641572581,0.619824186,0.668800614,0.661494388,0.689168347,0.721296515,0.75219744,0.745786395,0.636060647,0.612161098,0.629303407,0.591306082,0.588290541,0.524672554,0.628169488,0.529044007,0.463855702,0.490099603,0.542832145,0.278533929,0.403301409,0.407349859,0.409032582,0.391143425,0.347535833,0.496092495,0.541190155,0.505714189,0.452701491,0.564170114,0.102129346,0.481179436,0.43387693,0.489541712,0,0,0.595670202,0,0,0.477045485,0.467361814,0.488235611,0.474795908,0.463904801,0.461815309,0.441947422,0.389733121,0.382189564,0.385119667,0.38617299,0.1335269,0.285336384,0.346230675,0,0.19697042,0.285178983,0.356527819,0,0,0,0,0,0,0.163422606,0.472043006,0.364793722,0.46660424,0.484571511,0.424095096,0.42633581,0.260933894,0.057987582,0.230559724,0.124289424,0.446856536,0.06316281,0.440779478,0.264121395,0.377753234,0.358943274,0.372661841,0.389613273,0.268708431,0,0.38015201,0.382291769,0.211546034,0.375079199,0.37843086,0.303510767,0.402781494,0.107848136,0.037710576,0,0.203785133,0.404890702,0,0,0.116529423,0,0,0.368666792,0,0.765604978,0,0.85,0,0.85,0,0,0,0.760248821,0.760248821,0.368666792,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
